"","location","year","Type","Value"
"45","Nicaragua",1990,"New_case",1.50556837487903
"46","Fiji",1990,"Deaths",0.31051045888812
"47","Fiji",1990,"Prevalence",9.26319726254837e-05
"48","Fiji",1990,"New_case",2.08080598488041
"49","South Africa",1990,"Deaths",7.73799534211402
"50","South Africa",1990,"Prevalence",0.00363236716477538
"51","South Africa",1990,"New_case",167.009187288118
"52","North Korea",1990,"Deaths",0.117072525365013
"53","North Korea",1990,"Prevalence",6.42392668289765e-05
"54","North Korea",1990,"New_case",0.776382920977767
"55","South Korea",1990,"Deaths",0.145929111542464
"56","South Korea",1990,"Prevalence",4.7052668482095e-05
"57","South Korea",1990,"New_case",0.705924887640689
"58","Chile",1990,"Deaths",0.794207810372632
"59","Chile",1990,"Prevalence",0.000536992288262038
"60","Chile",1990,"New_case",6.29095797118086
"61","Kyrgyzstan",1990,"Deaths",0.64809998578187
"62","Kyrgyzstan",1990,"Prevalence",7.98237899133132e-05
"63","Kyrgyzstan",1990,"New_case",1.58820237360212
"64","Kiribati",1990,"Deaths",0.85433240253245
"65","Kiribati",1990,"Prevalence",0.000199550733587985
"66","Kiribati",1990,"New_case",3.12490440951506
"67","Haiti",1990,"Deaths",45.9665654455681
"68","Haiti",1990,"Prevalence",0.0112329431518941
"69","Haiti",1990,"New_case",405.727966423839
"70","Taiwan",1990,"Deaths",0.0409823377074425
"71","Taiwan",1990,"Prevalence",2.68263329750031e-05
"72","Taiwan",1990,"New_case",1.68596764010112
"73","United States of America",1990,"Deaths",10.9575009589423
"74","United States of America",1990,"Prevalence",0.00384265355060377
"75","United States of America",1990,"New_case",23.2798793645247
"76","India",1990,"Deaths",0.133015415133836
"77","India",1990,"Prevalence",6.41578483156182e-05
"78","India",1990,"New_case",3.2415747029313
"79","Benin",1990,"Deaths",1.04590561810129
"80","Benin",1990,"Prevalence",0.000463550669042391
"81","Benin",1990,"New_case",39.4853869428879
"82","Slovenia",1990,"Deaths",0.202446077772382
"83","Slovenia",1990,"Prevalence",1.76904738691556e-05
"84","Slovenia",1990,"New_case",0.402559845152894
"85","Jamaica",1990,"Deaths",7.68864732015625
"86","Jamaica",1990,"Prevalence",0.00126897038983346
"87","Jamaica",1990,"New_case",34.8727891021046
"88","Mexico",1990,"Deaths",2.40826472196239
"89","Mexico",1990,"Prevalence",0.000432300585186274
"90","Mexico",1990,"New_case",20.1264599435987
"91","Cambodia",1990,"Deaths",0.0804799431766014
"92","Cambodia",1990,"Prevalence",0.000126101112026614
"93","Cambodia",1990,"New_case",9.7025680656356
"94","Laos",1990,"Deaths",0.000659104054413647
"95","Laos",1990,"Prevalence",9.1125101503619e-07
"96","Laos",1990,"New_case",0.180624775730238
"97","Tajikistan",1990,"Deaths",0.141470149527022
"98","Tajikistan",1990,"Prevalence",6.41786565683712e-05
"99","Tajikistan",1990,"New_case",1.51377713171967
"100","Panama",1990,"Deaths",6.63144378905951
"101","Panama",1990,"Prevalence",0.00109085601355089
"102","Panama",1990,"New_case",32.4067780211004
"103","Australia",1990,"Deaths",2.24708637227115
"104","Australia",1990,"Prevalence",0.000588951075124327
"105","Australia",1990,"New_case",6.87179883104156
"106","Sri Lanka",1991,"Deaths",0.20120055663579
"107","Sri Lanka",1991,"Prevalence",3.49129719557702e-05
"108","Sri Lanka",1991,"New_case",0.741157029173744
"109","Italy",1990,"Deaths",3.27973542643267
"110","Italy",1990,"Prevalence",0.000890509623711018
"111","Italy",1990,"New_case",10.8111502591967
"112","Bhutan",1990,"Deaths",0.790708758983309
"113","Bhutan",1990,"Prevalence",0.000196779515672462
"114","Bhutan",1990,"New_case",4.11573213215349
"115","Papua New Guinea",1990,"Deaths",0.0440393492219169
"116","Papua New Guinea",1990,"Prevalence",3.06207809996643e-05
"117","Papua New Guinea",1990,"New_case",2.05828358999709
"118","Slovakia",1990,"Deaths",0.0181986470499801
"119","Slovakia",1990,"Prevalence",5.58041262107194e-06
"120","Slovakia",1990,"New_case",0.182800473299034
"121","Micronesia",1990,"Deaths",5.92429562471496
"122","Micronesia",1990,"Prevalence",0.00032764246916903
"123","Micronesia",1990,"New_case",5.42037205148011
"124","Myanmar",1990,"Deaths",0.104400970175704
"125","Myanmar",1990,"Prevalence",0.000186815485446108
"126","Myanmar",1990,"New_case",15.7715704031128
"127","Antigua and Barbuda",1990,"Deaths",11.3929467943544
"128","Antigua and Barbuda",1990,"Prevalence",0.00134950851715854
"129","Antigua and Barbuda",1990,"New_case",25.8488690448579
"130","Saint Lucia",1990,"Deaths",5.7605595502461
"131","Saint Lucia",1990,"Prevalence",0.000702897073094926
"132","Saint Lucia",1990,"New_case",14.2145458658122
"133","Libya",1990,"Deaths",0.183968709230754
"134","Libya",1990,"Prevalence",4.6131484403621e-05
"135","Libya",1990,"New_case",0.574039848753847
"136","Morocco",1990,"Deaths",0.405926997834226
"137","Morocco",1990,"Prevalence",8.99345659758789e-05
"138","Morocco",1990,"New_case",1.62924637522804
"139","Liberia",1990,"Deaths",6.25649636022325
"140","Liberia",1990,"Prevalence",0.00151469553256097
"141","Liberia",1990,"New_case",67.3528368405491
"142","Eritrea",1990,"Deaths",15.7297687374307
"143","Eritrea",1990,"Prevalence",0.00456590323166901
"144","Eritrea",1990,"New_case",189.052448120796
"145","Saint Vincent and the Grenadines",1990,"Deaths",13.6806600614546
"146","Saint Vincent and the Grenadines",1990,"Prevalence",0.00181412611938922
"147","Saint Vincent and the Grenadines",1990,"New_case",45.7542336242796
"148","Israel",1990,"Deaths",0.778030070199142
"149","Israel",1990,"Prevalence",0.000235222175213241
"150","Israel",1990,"New_case",4.44821613686982
"151","Burundi",1991,"Deaths",150.812593158
"152","Burundi",1991,"Prevalence",0.0335499530626244
"153","Burundi",1991,"New_case",710.250860406004
"154","Greece",1991,"Deaths",0.365863914025821
"155","Greece",1991,"Prevalence",0.000136979589924379
"156","Greece",1991,"New_case",0.806468912695471
"157","Suriname",1990,"Deaths",15.7707331157977
"158","Suriname",1990,"Prevalence",0.00152572638289635
"159","Suriname",1990,"New_case",37.8155761903273
"160","Angola",1990,"Deaths",2.32085147033341
"161","Angola",1990,"Prevalence",0.000706512270354678
"162","Angola",1990,"New_case",26.8392797025011
"163","Zimbabwe",1990,"Deaths",116.043320133616
"164","Zimbabwe",1990,"Prevalence",0.0327765908580695
"165","Zimbabwe",1990,"New_case",1335.29635650529
"166","Belarus",1990,"Deaths",0.93789765535729
"167","Belarus",1990,"Prevalence",9.68798359337925e-05
"168","Belarus",1990,"New_case",2.49545602426836
"169","Philippines",1990,"Deaths",1.2080866157283
"170","Philippines",1990,"Prevalence",0
"171","Philippines",1990,"New_case",0
"172","Austria",1990,"Deaths",0.893039236634689
"173","Austria",1990,"Prevalence",0.000408002504539024
"174","Austria",1990,"New_case",8.23198732470022
"175","Singapore",1990,"Deaths",0.256526226033292
"176","Singapore",1990,"Prevalence",0.000215164526673959
"177","Singapore",1990,"New_case",27.2496888034389
"178","Lithuania",1990,"Deaths",0.764507092345782
"179","Lithuania",1990,"Prevalence",9.46466110588599e-05
"180","Lithuania",1990,"New_case",1.76729579118042
"181","Oman",1990,"Deaths",0.20369002023885
"182","Oman",1990,"Prevalence",4.60439340722721e-05
"183","Oman",1990,"New_case",0.973729501560142
"184","Algeria",1990,"Deaths",0.175644900873418
"185","Algeria",1990,"Prevalence",2.79348865978357e-05
"186","Algeria",1990,"New_case",0.492326453266204
"187","Bulgaria",1990,"Deaths",0.345761303161267
"188","Bulgaria",1990,"Prevalence",4.93675286620952e-05
"189","Bulgaria",1990,"New_case",1.16261038998162
"190","Croatia",1990,"Deaths",0.134457467912455
"191","Croatia",1990,"Prevalence",3.27591987002523e-05
"192","Croatia",1990,"New_case",0.746450649976402
"193","Tuvalu",1991,"Deaths",0.348559527106872
"194","Tuvalu",1991,"Prevalence",8.23320831634594e-05
"195","Tuvalu",1991,"New_case",1.2608058474529
"196","Lebanon",1991,"Deaths",1.60665400451103
"197","Lebanon",1991,"Prevalence",0.000204510534408143
"198","Lebanon",1991,"New_case",2.98117845526344
"199","Greenland",1990,"Deaths",4.04019353539289
"200","Greenland",1990,"Prevalence",0.00206297034709398
"201","Greenland",1990,"New_case",16.6710487072038
"202","Paraguay",1990,"Deaths",0.846814502670041
"203","Paraguay",1990,"Prevalence",0.000176881318522443
"204","Paraguay",1990,"New_case",3.18618771341769
"205","Comoros",1991,"Deaths",0.0132770109221961
"206","Comoros",1991,"Prevalence",4.13240807303871e-05
"207","Comoros",1991,"New_case",0.0595936562030147
"208","Solomon Islands",1990,"Deaths",1.09928539975506
"209","Solomon Islands",1990,"Prevalence",0.000231542331866521
"210","Solomon Islands",1990,"New_case",5.38238399933697
"211","Netherlands",1990,"Deaths",2.05944366023729
"212","Netherlands",1990,"Prevalence",0.000719700958968567
"213","Netherlands",1990,"New_case",3.39144078242904
"214","Mauritania",1990,"Deaths",2.03094212969734
"215","Mauritania",1990,"Prevalence",0.000930007333929023
"216","Mauritania",1990,"New_case",4.48993343515918
"217","North Macedonia",1991,"Deaths",0.0326734276827266
"218","North Macedonia",1991,"Prevalence",6.93999901642923e-06
"219","North Macedonia",1991,"New_case",0.0925148619134644
"220","Guam",1990,"Deaths",0.937104063807152
"221","Guam",1990,"Prevalence",0.000304942664966256
"222","Guam",1990,"New_case",5.85431244330001
"223","Luxembourg",1990,"Deaths",1.40903222353777
"224","Luxembourg",1990,"Prevalence",0.000335409449681469
"225","Luxembourg",1990,"New_case",6.64476791713842
"226","Palestine",1990,"Deaths",0.0380311928268992
"227","Palestine",1990,"Prevalence",8.55333276957991e-06
"228","Palestine",1990,"New_case",0.161062588078141
"229","Malta",1990,"Deaths",0.697145824738274
"230","Malta",1990,"Prevalence",0.000172391075485965
"231","Malta",1990,"New_case",1.75028958949703
"232","Montenegro",1991,"Deaths",0.152462658369029
"233","Montenegro",1991,"Prevalence",2.60068522391016e-05
"234","Montenegro",1991,"New_case",0.53816176086836
"235","Belize",1990,"Deaths",15.5977011567705
"236","Belize",1990,"Prevalence",0.00157221438117273
"237","Belize",1990,"New_case",31.0084447483558
"238","Madagascar",1990,"Deaths",0.0118542806965408
"239","Madagascar",1990,"Prevalence",6.27581585391672e-06
"240","Madagascar",1990,"New_case",0.433566707723015
"241","Monaco",1990,"Deaths",1.36457510378457
"242","Monaco",1990,"Prevalence",0.000475023228836826
"243","Monaco",1990,"New_case",3.66669066672454
"244","Norway",1990,"Deaths",0.751905157980346
"245","Norway",1990,"Prevalence",0.000144405755023184
"246","Norway",1990,"New_case",6.19160169163281
"247","Venezuela",1990,"Deaths",3.47781977087664
"248","Venezuela",1990,"Prevalence",0.000354500216743126
"249","Venezuela",1990,"New_case",9.29828489869511
"250","S. Sudan",1990,"Deaths",4.44943253661549
"251","S. Sudan",1990,"Prevalence",0.0014422771132875
"252","S. Sudan",1990,"New_case",54.6728671667372
"253","Canada",1990,"Deaths",2.93692187956479
"254","Canada",1990,"Prevalence",0.00148659270904261
"255","Canada",1990,"New_case",10.249097060713
"256","Chad",1990,"Deaths",12.0465890924867
"257","Chad",1990,"Prevalence",0.00348937329327424
"258","Chad",1990,"New_case",113.895566127028
"259","Cabo Verde",1990,"Deaths",7.99724972083358
"260","Cabo Verde",1990,"Prevalence",0.00239002139705461
"261","Cabo Verde",1990,"New_case",72.103717438636
"262","Guinea-Bissau",1991,"Deaths",8.21130699351821
"263","Guinea-Bissau",1991,"Prevalence",0.00295969684991841
"264","Guinea-Bissau",1991,"New_case",98.4650261568333
"265","Niger",1990,"Deaths",3.83491747570323
"266","Niger",1990,"Prevalence",0.00120776172423706
"267","Niger",1990,"New_case",42.5761055284782
"268","Cuba",1990,"Deaths",0.57016532095611
"269","Cuba",1990,"Prevalence",0.000104823645024302
"270","Cuba",1990,"New_case",1.85050038553458
"271","Bahamas",1990,"Deaths",24.9486754027138
"272","Bahamas",1990,"Prevalence",0.00634351210642887
"273","Bahamas",1990,"New_case",120.151354665574
"274","Republic of Moldova",1990,"Deaths",1.21525946170209
"275","Republic of Moldova",1990,"Prevalence",0.000176948824373998
"276","Republic of Moldova",1990,"New_case",3.49720334025474
"277","Sao Tome and Principe",1990,"Deaths",0.213824638917192
"278","Sao Tome and Principe",1990,"Prevalence",0.000303490647964991
"279","Sao Tome and Principe",1990,"New_case",1.6747977148338
"280","Latvia",1990,"Deaths",1.54568081103235
"281","Latvia",1990,"Prevalence",0.000244178958891202
"282","Latvia",1990,"New_case",5.94631107067685
"283","Spain",1990,"Deaths",5.46406927550276
"284","Spain",1990,"Prevalence",0.00165650217599149
"285","Spain",1990,"New_case",18.2044240811596
"286","Andorra",1990,"Deaths",2.51289087068737
"287","Andorra",1990,"Prevalence",0.000973424736717934
"288","Andorra",1990,"New_case",9.35271009402812
"289","Cyprus",1990,"Deaths",0.0777234048738984
"290","Cyprus",1990,"Prevalence",3.52735650529041e-05
"291","Cyprus",1990,"New_case",0.5074271620935
"292","Samoa",1990,"Deaths",0.812615451885036
"293","Samoa",1990,"Prevalence",0.000240401965932675
"294","Samoa",1990,"New_case",4.61828975853858
"295","Vietnam",1991,"Deaths",0.649600854409763
"296","Vietnam",1991,"Prevalence",0.000325359689836017
"297","Vietnam",1991,"New_case",5.84985810244939
"298","Vanuatu",1992,"Deaths",1.67118110535186
"299","Vanuatu",1992,"Prevalence",0.000306398148106806
"300","Vanuatu",1992,"New_case",4.54486290199785
"301","Sri Lanka",1990,"Deaths",0.171543018294908
"302","Sri Lanka",1990,"Prevalence",3.05968960811187e-05
"303","Sri Lanka",1990,"New_case",0.631114811008742
"304","Pakistan",1990,"Deaths",0.255130739526218
"305","Pakistan",1990,"Prevalence",5.94061244928807e-05
"306","Pakistan",1990,"New_case",0.73465558835823
"307","Kenya",1990,"Deaths",93.2841031896348
"308","Kenya",1990,"Prevalence",0.0267516443177032
"309","Kenya",1990,"New_case",1069.75741921706
"310","Sweden",1990,"Deaths",0.791670689410733
"311","Sweden",1990,"Prevalence",0.000226276134820577
"312","Sweden",1990,"New_case",3.33770010586893
"313","Nauru",1990,"Deaths",0.263173579184211
"314","Nauru",1990,"Prevalence",6.64333855573267e-05
"315","Nauru",1990,"New_case",1.28400725383542
"316","Estonia",1990,"Deaths",0.0382067215494418
"317","Estonia",1990,"Prevalence",1.76946558949814e-05
"318","Estonia",1990,"New_case",0.181495288714025
"319","Central African Rep.",1990,"Deaths",73.8759448415867
"320","Central African Rep.",1990,"Prevalence",0.0251164353239208
"321","Central African Rep.",1990,"New_case",1317.78165211024
"322","Ethiopia",1990,"Deaths",28.7126253725183
"323","Ethiopia",1990,"Prevalence",0.00744373277964299
"324","Ethiopia",1990,"New_case",317.552871029005
"325","Maldives",1990,"Deaths",0.0356935267584531
"326","Maldives",1990,"Prevalence",1.4642758812408e-05
"327","Maldives",1990,"New_case",0.137668368724215
"328","Marshall Islands",1990,"Deaths",0.895635392760379
"329","Marshall Islands",1990,"Prevalence",0.000217124256714246
"330","Marshall Islands",1990,"New_case",4.71839925498946
"331","Bolivia",1990,"Deaths",3.20414386174964
"332","Bolivia",1990,"Prevalence",0.000669905028000157
"333","Bolivia",1990,"New_case",11.9601491594662
"334","Jordan",1991,"Deaths",0.0691004021945497
"335","Jordan",1991,"Prevalence",8.93386195527746e-06
"336","Jordan",1991,"New_case",0.219301622023124
"337","Cook Islands",1990,"Deaths",0.26507674400395
"338","Cook Islands",1990,"Prevalence",6.3981102310526e-05
"339","Cook Islands",1990,"New_case",1.33076954066958
"340","Serbia",1990,"Deaths",0.313700383708283
"341","Serbia",1990,"Prevalence",6.61808759444437e-05
"342","Serbia",1990,"New_case",0.545068492790862
"343","Malaysia",1990,"Deaths",0.245520927160044
"344","Malaysia",1990,"Prevalence",0.000247193160975044
"345","Malaysia",1990,"New_case",13.8704471998546
"346","Thailand",1991,"Deaths",4.53367794653915
"347","Thailand",1991,"Prevalence",0.00293752752232039
"348","Thailand",1991,"New_case",143.92152590104
"349","Turkmenistan",1990,"Deaths",1.58388483488657
"350","Turkmenistan",1990,"Prevalence",0.000397774631578506
"351","Turkmenistan",1990,"New_case",11.05255072802
"352","Namibia",1990,"Deaths",18.9683731115644
"353","Namibia",1990,"Prevalence",0.00729544164470755
"354","Namibia",1990,"New_case",290.723282734621
"355","Ireland",1990,"Deaths",0.321460019290767
"356","Ireland",1990,"Prevalence",0.000102368600415915
"357","Ireland",1990,"New_case",1.7327674067668
"358","Denmark",1990,"Deaths",0.0445926982915508
"359","Denmark",1990,"Prevalence",0.000513610244191609
"360","Denmark",1990,"New_case",6.02577950945058
"361","Haiti",1991,"Deaths",64.8886325616371
"362","Haiti",1991,"Prevalence",0.0144088290421612
"363","Haiti",1991,"New_case",408.021916509924
"364","Mali",1990,"Deaths",6.12623483578444
"365","Mali",1990,"Prevalence",0.00178350414824428
"366","Mali",1990,"New_case",63.9872218235356
"367","Malawi",1990,"Deaths",145.546078680058
"368","Malawi",1990,"Prevalence",0.0395521933784589
"369","Malawi",1990,"New_case",1143.34515318713
"370","North Macedonia",1990,"Deaths",0.0289123822305584
"371","North Macedonia",1990,"Prevalence",6.40467909553798e-06
"372","North Macedonia",1990,"New_case",0.079215262755177
"373","France",1991,"Deaths",6.84030894218488
"374","France",1991,"Prevalence",0.00129699823338389
"375","France",1991,"New_case",5.41184275052131
"376","Vanuatu",1990,"Deaths",1.06482868800823
"377","Vanuatu",1990,"Prevalence",0.000248100120201643
"378","Vanuatu",1990,"New_case",5.44120528073988
"379","Tonga",1990,"Deaths",0.248938855686646
"380","Tonga",1990,"Prevalence",8.33912616235458e-05
"381","Tonga",1990,"New_case",1.866008907133
"382","New Zealand",1990,"Deaths",1.5064382649154
"383","New Zealand",1990,"Prevalence",0.000256737310795598
"384","New Zealand",1990,"New_case",0.881674839431268
"385","Albania",1990,"Deaths",0.0364624977187651
"386","Albania",1990,"Prevalence",7.748220229957e-06
"387","Albania",1990,"New_case",0.0962093155920242
"388","Indonesia",1990,"Deaths",0.00645467758769383
"389","Indonesia",1990,"Prevalence",7.38751734952299e-06
"390","Indonesia",1990,"New_case",1.48191502964277
"391","Congo",1990,"Deaths",136.978028051164
"392","Congo",1990,"Prevalence",0.0170216033743428
"393","Congo",1990,"New_case",546.281125173204
"394","Lebanon",1990,"Deaths",1.47091979493615
"395","Lebanon",1990,"Prevalence",0.000195610459800161
"396","Lebanon",1990,"New_case",2.88321672206059
"397","Peru",1990,"Deaths",2.30412769260129
"398","Peru",1990,"Prevalence",0.000489534218201421
"399","Peru",1990,"New_case",5.97823768322945
"400","Nigeria",1990,"Deaths",8.56318366251152
"401","Nigeria",1990,"Prevalence",0.00240515781481625
"402","Nigeria",1990,"New_case",91.8242922118086
"403","Grenada",1991,"Deaths",5.09094685994119
"404","Grenada",1991,"Prevalence",0.000954715140768233
"405","Grenada",1991,"New_case",17.1862890608075
"406","United States Virgin Islands",1990,"Deaths",7.21572053604615
"407","United States Virgin Islands",1990,"Prevalence",0.00123519179694744
"408","United States Virgin Islands",1990,"New_case",22.3489020121524
"409","Qatar",1990,"Deaths",0.471566480087641
"410","Qatar",1990,"Prevalence",8.23124801080258e-05
"411","Qatar",1990,"New_case",1.2938816881606
"412","Bosnia and herz.",1990,"Deaths",0.08080337892883
"413","Bosnia and herz.",1990,"Prevalence",1.48878862700933e-05
"414","Bosnia and herz.",1990,"New_case",0.134822273854954
"415","Uzbekistan",1990,"Deaths",0.636002469872032
"416","Uzbekistan",1990,"Prevalence",6.49978313253242e-05
"417","Uzbekistan",1990,"New_case",1.45181912278105
"418","Guatemala",1991,"Deaths",3.35122115663506
"419","Guatemala",1991,"Prevalence",0.000440432709938371
"420","Guatemala",1991,"New_case",6.75867619245175
"421","Brazil",1990,"Deaths",5.42317911143775
"422","Brazil",1990,"Prevalence",0.0011940255499293
"423","Brazil",1990,"New_case",18.1060632988786
"424","Israel",1991,"Deaths",0.941174000849265
"425","Israel",1991,"Prevalence",0.000269798686797733
"426","Israel",1991,"New_case",4.37491476871419
"427","Saudi Arabia",1990,"Deaths",0.431118808933354
"428","Saudi Arabia",1990,"Prevalence",8.71497723105905e-05
"429","Saudi Arabia",1990,"New_case",1.42856299459657
"430","Togo",1990,"Deaths",9.84090236516091
"431","Togo",1990,"Prevalence",0.00289056964573956
"432","Togo",1990,"New_case",144.198886897715
"433","Argentina",1991,"Deaths",1.9990080872263
"434","Argentina",1991,"Prevalence",0.00123976430305033
"435","Argentina",1991,"New_case",15.987690462378
"436","Libya",1991,"Deaths",0.208700458104386
"437","Libya",1991,"Prevalence",4.96932196933547e-05
"438","Libya",1991,"New_case",0.62318077328605
"439","Syria",1990,"Deaths",0.0648057491092053
"440","Syria",1990,"Prevalence",8.47049323151892e-06
"441","Syria",1990,"New_case",0.144237519315567
"442","Burkina Faso",1990,"Deaths",130.964916653812
"443","Burkina Faso",1990,"Prevalence",0.0234546840205295
"444","Burkina Faso",1990,"New_case",319.684649441938
"445","Barbados",1990,"Deaths",14.9541555177079
"446","Barbados",1990,"Prevalence",0.00189902431709918
"447","Barbados",1990,"New_case",34.4862478948543
"448","Cameroon",1990,"Deaths",11.4569957270378
"449","Cameroon",1990,"Prevalence",0.00347571081298921
"450","Cameroon",1990,"New_case",153.385424441861
"451","Jamaica",1991,"Deaths",8.53143113569367
"452","Jamaica",1991,"Prevalence",0.0015433143365265
"453","Jamaica",1991,"New_case",35.5310959098222
"454","Armenia",1991,"Deaths",0.0330020625688922
"455","Armenia",1991,"Prevalence",1.41864224029342e-05
"456","Armenia",1991,"New_case",0.0570008727751497
"457","Dem. Rep. Congo.",1990,"Deaths",47.1351278998696
"458","Dem. Rep. Congo.",1990,"Prevalence",0.0094335011357007
"459","Dem. Rep. Congo.",1990,"New_case",206.582830507085
"460","Serbia",1991,"Deaths",0.351474554650437
"461","Serbia",1991,"Prevalence",6.91553028280576e-05
"462","Serbia",1991,"New_case",0.482248112180628
"463","Iran",1990,"Deaths",0.0657016063190458
"464","Iran",1990,"Prevalence",3.053713495358e-05
"465","Iran",1990,"New_case",0.230469515660574
"466","Afghanistan",1991,"Deaths",0.32448887608976
"467","Afghanistan",1991,"Prevalence",4.08713946405557e-05
"468","Afghanistan",1991,"New_case",0.824442030218131
"469","Georgia",1991,"Deaths",0.034476161235953
"470","Georgia",1991,"Prevalence",1.93125783577133e-05
"471","Georgia",1991,"New_case",0.12602051106008
"472","Brunei Darussalam",1991,"Deaths",0.329433591137527
"473","Brunei Darussalam",1991,"Prevalence",0.000150100716575707
"474","Brunei Darussalam",1991,"New_case",2.08374372700355
"475","Trinidad and Tobago",1990,"Deaths",8.42575562491542
"476","Trinidad and Tobago",1990,"Prevalence",0.00190472606280443
"477","Trinidad and Tobago",1990,"New_case",39.3441275313663
"478","Croatia",1992,"Deaths",0.196250139240335
"479","Croatia",1992,"Prevalence",4.45987845837688e-05
"480","Croatia",1992,"New_case",0.845296773771883
"481","Ukraine",1990,"Deaths",2.81290618539882
"482","Ukraine",1990,"Prevalence",0.000545158676138524
"483","Ukraine",1990,"New_case",7.82731857402078
"484","Japan",1991,"Deaths",0.0598610546652008
"485","Japan",1991,"Prevalence",3.8569889961947e-05
"486","Japan",1991,"New_case",0.558791429381061
"487","Dominica",1990,"Deaths",8.0006269897328
"488","Dominica",1990,"Prevalence",0.00108453917134958
"489","Dominica",1990,"New_case",21.6220639383078
"490","Poland",1991,"Deaths",0.0394545207567997
"491","Poland",1991,"Prevalence",2.9956096339838e-05
"492","Poland",1991,"New_case",1.0342114546092
"493","Senegal",1990,"Deaths",3.55920460585577
"494","Senegal",1990,"Prevalence",0.00103966588825593
"495","Senegal",1990,"New_case",37.4960299026129
"496","Sudan",1991,"Deaths",1.46754566728375
"497","Sudan",1991,"Prevalence",0.000420540345176283
"498","Sudan",1991,"New_case",14.343045761868
"499","Ethiopia",1991,"Deaths",41.9380540032143
"500","Ethiopia",1991,"Prevalence",0.010344022828799
"501","Ethiopia",1991,"New_case",385.366146397501
"502","Egypt",1990,"Deaths",0.10046804535003
"503","Egypt",1990,"Prevalence",1.92066336859948e-05
"504","Egypt",1990,"New_case",0.25628616633629
"505","Djibouti",1991,"Deaths",0.4909239923244
"506","Djibouti",1991,"Prevalence",0.000356049270261749
"507","Djibouti",1991,"New_case",26.5243534684675
"508","Mauritius",1990,"Deaths",0.972929723850815
"509","Mauritius",1990,"Prevalence",6.12888267161245e-05
"510","Mauritius",1990,"New_case",0.475765916930817
"511","Honduras",1991,"Deaths",1.94289859836432
"512","Honduras",1991,"Prevalence",0.000425948143338192
"513","Honduras",1991,"New_case",6.25498967776458
"514","North Korea",1991,"Deaths",0.123824989944571
"515","North Korea",1991,"Prevalence",7.04421290517825e-05
"516","North Korea",1991,"New_case",0.93186806895201
"517","Guinea",1991,"Deaths",5.71397296114136
"518","Guinea",1991,"Prevalence",0.00169627798569019
"519","Guinea",1991,"New_case",51.3463980794039
"520","Timor-Leste",1991,"Deaths",5.74614899828784
"521","Timor-Leste",1991,"Prevalence",0.00194463969248218
"522","Timor-Leste",1991,"New_case",119.95600155366
"523","Equatorial Guinea",1990,"Deaths",5.44652764459162
"524","Equatorial Guinea",1990,"Prevalence",0.00172510680033494
"525","Equatorial Guinea",1990,"New_case",65.6327851138882
"526","Russia",1990,"Deaths",2.23626973957007
"527","Russia",1990,"Prevalence",0.00032604144709751
"528","Russia",1990,"New_case",4.47267625643036
"529","Armenia",1990,"Deaths",0.0331050855631103
